contact_age_0,contact_age_1,home,work,school,public,country,dayofweek,hh_size
0,15,True,False,False,False,PL,1,7
0,26,False,False,False,True,FI,5,3
0,30,False,False,False,True,FI,5,3
0,60,True,False,False,True,FI,2,4
0,42,False,False,False,False,FI,2,4
0,52,False,False,False,False,FI,2,4
0,42,False,False,False,False,FI,2,4
0,2,True,False,False,False,FI,2,4
0,31,True,False,False,False,NL,1,3
0,22,True,False,False,False,PL,1,7
0,20,True,False,False,False,PL,1,7
0,46,False,False,False,False,PL,1,7
0,14,True,False,False,False,LU,5,6
0,37,False,False,False,False,LU,5,6
0,32,False,False,False,False,LU,5,6
0,4,True,False,False,False,LU,5,6
0,54,True,False,False,False,LU,5,6
0,30,True,False,False,False,LU,5,6
0,1,False,False,False,False,LU,5,6
0,4,False,False,False,False,LU,5,6
0,31,True,False,False,False,NL,1,3
0,30,False,False,False,True,FI,5,3
0,26,True,False,False,False,FI,5,3
0,45,False,False,False,True,FI,5,3
0,20,True,False,False,False,PL,1,7
0,3,True,False,False,False,PL,1,7
0,44,True,False,False,False,PL,1,7
0,19,True,False,False,False,FI,2,4
0,27,False,False,False,False,IT,6,4
0,20,True,False,False,False,FI,2,4
0,51,True,False,False,False,GB,1,5
0,60,True,False,False,False,NL,0,4
0,66,True,False,False,False,NL,0,4
0,55,False,False,False,True,NL,0,4
0,65,False,False,False,True,NL,0,4
0,39,False,True,False,False,FI,2,3
0,28,True,False,False,False,FI,2,3
0,40,True,False,False,False,NL,0,4
0,31,True,False,False,False,FI,2,3
0,60,True,False,False,False,LU,5,4
0,57,True,False,False,False,LU,5,4
0,22,True,False,False,False,LU,5,4
0,58,True,False,False,False,LU,5,4
0,65,False,False,False,False,LU,5,4
0,65,False,False,False,False,LU,5,4
0,60,False,True,False,False,FI,2,3
0,9,True,False,False,False,NL,0,4
0,4,True,False,False,False,NL,0,4
0,3,True,False,False,False,NL,0,4
0,26,True,False,False,False,GB,1,5
0,51,True,False,False,False,GB,1,5
0,23,True,False,False,False,GB,1,5
0,23,True,False,False,False,GB,1,5
0,3,True,False,True,False,GB,1,5
0,21,False,False,False,False,GB,1,5
0,62,False,True,False,False,FI,2,3
0,42,False,True,False,False,FI,2,3
0,47,False,True,False,False,FI,2,3
0,27,False,True,False,False,FI,2,3
0,47,False,True,False,False,FI,2,3
0,42,False,True,False,False,FI,2,3
0,4,True,False,True,False,GB,1,5
0,46,True,False,False,False,GB,1,5
0,36,True,False,False,False,NL,0,4
0,36,True,False,False,False,NL,0,4
0,25,False,False,False,True,IT,4,3
0,32,False,False,False,False,LU,5,6
0,55,True,False,False,False,IT,4,3
0,42,True,False,False,False,LU,2,5
0,32,False,False,False,False,LU,2,5
0,4,False,False,False,False,LU,2,5
0,25,False,False,False,True,LU,2,5
0,37,False,False,False,False,LU,2,5
0,2,False,False,False,False,GB,6,5
0,45,False,False,False,True,IT,4,3
0,30,True,False,False,False,GB,6,5
0,10,True,False,False,False,GB,6,5
0,7,True,False,False,False,GB,6,5
0,0,False,False,False,True,FI,3,3
0,2,False,False,False,True,FI,3,3
0,3,False,False,False,False,LU,2,5
0,52,False,False,False,False,LU,2,5
0,42,False,False,True,False,LU,2,5
0,6,True,False,False,False,LU,5,5
0,42,False,False,False,False,GB,6,5
0,25,False,False,False,True,FI,3,3
0,68,False,False,False,False,FI,5,4
0,37,False,False,False,False,FI,5,4
0,62,False,False,False,False,FI,5,4
0,29,True,False,False,False,FI,5,4
0,4,True,False,False,False,FI,5,4
0,27,False,False,False,False,LU,2,5
0,25,False,False,False,False,GB,6,3
0,77,True,False,False,False,GB,6,3
0,61,True,False,False,True,GB,6,3
0,37,True,False,False,False,GB,6,3
0,35,True,False,False,False,GB,6,3
0,9,True,False,False,True,GB,6,3
0,57,False,False,False,False,GB,6,5
0,7,True,False,False,True,GB,6,3
0,47,True,False,False,True,GB,6,3
0,37,False,False,True,False,LU,2,5
0,5,False,False,False,False,GB,5,2
0,29,True,False,False,False,LU,2,3
0,40,True,False,False,False,LU,2,3
0,55,False,False,False,True,LU,2,3
0,28,True,False,False,False,FI,4,3
0,30,True,False,False,False,FI,4,3
0,55,False,False,False,False,FI,4,3
0,52,False,False,False,False,FI,4,3
0,35,True,False,False,False,NL,1,3
0,39,True,False,False,False,NL,1,3
0,47,False,False,False,True,FI,4,3
0,24,False,False,False,False,FI,4,3
0,65,True,False,False,False,FI,4,3
0,35,True,False,False,False,LU,5,5
0,41,True,False,False,False,LU,5,5
0,3,True,False,False,False,LU,5,5
0,86,False,False,False,True,LU,2,3
0,34,False,False,False,True,LU,2,3
0,37,False,False,True,False,GB,5,2
